step	line	cite	method	baseline	written	then_text	now_text	same	reason
adocs/plan_todo/S115_aspiration_refinements.md	195	:172-185	BLOCK	c0954ec	src/search.cpp:236-249	if (entry->type == TT_PV_NODE) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_BETA_NODE && tt_score >= beta) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_ALPHA_NODE && tt_score <= alpha) { / *score = tt_score; / return true; / }	if (entry->type == TT_PV_NODE) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_BETA_NODE && tt_score >= beta) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_ALPHA_NODE && tt_score <= alpha) { / *score = tt_score; / return true; / }	yes	
adocs/plan_todo/S115_aspiration_refinements.md	196	:392	BLOCK	c0954ec	src/search.cpp:580	return best_value;	return best_value;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	197	:762	BLOCK	7b54f18	src/chesso.cpp:789	beta = std::min(search_result.score + delta, SEARCH_SCORE_INF);	beta = std::min(search_result.score + delta, SEARCH_SCORE_INF);	yes	
adocs/plan_todo/S116_razoring_depth_one.md	81	:479-537	HAND	c0954ec	src/search.cpp:733-772	// Reverse futility pruning, also called static null move pruning. The null / // move observation without the null move: if the static score is so far / // above beta that the opponent cannot claw the difference back in the plies / // that are left, the node fails high and nothing below it is worth 	// Reverse futility pruning, also called static null move pruning. The null / // move observation without the null move: if the static score is so far / // above beta that the opponent cannot claw the difference back in the plies / // that are left, the node fails high and nothing below it is worth 	no	the RFP block with its comment, which is what `after the RFP block` means for a site that goes below it.
adocs/plan_todo/S116_razoring_depth_one.md	82	:539-588	HAND	c0954ec	src/search.cpp:774-841	// Null move pruning. Give the opponent a free move; if the position is still / // good enough to fail high after that, it is won by so much that searching it / // properly is wasted effort, and the whole subtree is skipped. / // / // The reasoning only holds where having to move is an advantage, wh	// Null move pruning. Give the opponent a free move; if the position is still / // good enough to fail high after that, it is won by so much that searching it / // properly is wasted effort, and the whole subtree is skipped. / // / // The reasoning only holds where having to move is an advantage, wh	no	the null-move block with its comment.
adocs/plan_todo/S116_razoring_depth_one.md	85	:536	HAND	c0954ec	src/search.cpp:771	if (static_score - margin >= beta) { return static_score - margin; }	if (static_eval - margin >= beta) { return static_eval - margin; }	no	RFP's fail-soft return.
adocs/plan_todo/S116_razoring_depth_one.md	86	:706	BLOCK	c0954ec	src/search.cpp:973	score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1,	score = -negamax(-alpha - 1, -alpha, child_depth - reduction, ply + 1,	yes	
adocs/plan_todo/S116_razoring_depth_one.md	96	:512	BLOCK	c0954ec	src/search.cpp:766	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	yes	
adocs/plan_todo/S116_razoring_depth_one.md	97	:17	BLOCK	c0954ec	src/search.cpp:17	#define MATE_MIN 48000	#define MATE_MIN 48000	yes	
adocs/plan_todo/S116_razoring_depth_one.md	98	:191	BLOCK	c0954ec	src/search.cpp:293	int quiescence(int alpha,	int quiescence(int alpha,	yes	
adocs/plan_todo/S116_razoring_depth_one.md	99	:466	BLOCK	c0954ec	src/search.cpp:684	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	yes	
adocs/plan_todo/S116_razoring_depth_one.md	107	:537	HAND	c0954ec	src/search.cpp:772	}	}	yes	the RFP block's closing brace, which is where the razor's ten lines go.
adocs/plan_todo/S116_razoring_depth_one.md	82	:539	BLOCK	c0954ec	src/search.cpp:774	// Null move pruning. Give the opponent a free move; if the position is still	// Null move pruning. Give the opponent a free move; if the position is still	yes	
adocs/plan_todo/S116_razoring_depth_one.md	112	:295-297	BLOCK	7b54f18	src/search.cpp:444-446	// counter is a size_t, so the comparison is signed against unsigned. Both / // sides are small and non-negative, so it is the same comparison either way. / if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	// counter is a size_t, so the comparison is signed against unsigned. Both / // sides are small and non-negative, so it is the same comparison either way. / if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	yes	
adocs/plan_todo/S116_razoring_depth_one.md	152	:512	BLOCK	c0954ec	src/search.cpp:766	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	yes	
adocs/plan_todo/S116_razoring_depth_one.md	169	:420	HAND	c0954ec	src/search.cpp:608	state->explored_nodes++;	state->explored_nodes++;	yes	negamax's `state->explored_nodes++`.
adocs/plan_todo/S116_razoring_depth_one.md	170	:200	HAND	c0954ec	src/search.cpp:302	state->explored_nodes++;	state->explored_nodes++;	yes	quiescence's `state->explored_nodes++`, the second count the sentence is about.
adocs/plan_todo/S116_razoring_depth_one.md	171	:466	BLOCK	c0954ec	src/search.cpp:684	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	yes	
adocs/plan_todo/S116_razoring_depth_one.md	200	:539-588	HAND	c0954ec	src/search.cpp:774-841	// Null move pruning. Give the opponent a free move; if the position is still / // good enough to fail high after that, it is won by so much that searching it / // properly is wasted effort, and the whole subtree is skipped. / // / // The reasoning only holds where having to move is an advantage, wh	// Null move pruning. Give the opponent a free move; if the position is still / // good enough to fail high after that, it is won by so much that searching it / // properly is wasted effort, and the whole subtree is skipped. / // / // The reasoning only holds where having to move is an advantage, wh	no	the null-move block, cited again.
adocs/plan_todo/S117_swar_packed_eval_score.md	86	:118	BLOCK	9a063d3	src/eval_tables.hpp:118	static constexpr int psqt_eg[6][64] = {	static constexpr int psqt_eg[6][64] = {	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	88	:103-104	BLOCK	9a063d3	src/evaluation.cpp:119-120	const int pawn_structure_mg[PS_FEATURE_COUNT] = {-10, -9, -11}; / const int pawn_structure_eg[PS_FEATURE_COUNT] = {-12, -32, -8};	const int pawn_structure_mg[PS_FEATURE_COUNT] = {-10, -9, -11}; / const int pawn_structure_eg[PS_FEATURE_COUNT] = {-12, -32, -8};	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	89	:199-200	BLOCK	9a063d3	src/evaluation.cpp:239-240	const int piece_placement_mg[PL_FEATURE_COUNT] = {0, 0, 0, 0}; / const int piece_placement_eg[PL_FEATURE_COUNT] = {0, 0, 0, 0};	const int piece_placement_mg[PL_FEATURE_COUNT] = {0, 0, 0, 0}; / const int piece_placement_eg[PL_FEATURE_COUNT] = {0, 0, 0, 0};	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	89	:582-583	BLOCK	9a063d3	src/evaluation.cpp:639-640	const int tempo_mg = 0; / const int tempo_eg = 0;	const int tempo_mg = 0; / const int tempo_eg = 0;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	90	:690-691	BLOCK	9a063d3	src/evaluation.cpp:747-748	const int mobility_mg[4] = {-1, 5, 8, 3};  // knight bishop rook queen / const int mobility_eg[4] = {0, 5, 0, -6};	const int mobility_mg[4] = {-1, 5, 8, 3};  // knight bishop rook queen / const int mobility_eg[4] = {0, 5, 0, -6};	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	91	:733-736	BLOCK	9a063d3	src/evaluation.cpp:790-793	const int king_safety_mg[KS_FEATURE_COUNT] = {17, 20, 19,  34, -27, / 26, 14, -40, -25}; / const int king_safety_eg[KS_FEATURE_COUNT] = {-6,  -13, -5,  -61, 10, / -10, -10, -14, 22};	const int king_safety_mg[KS_FEATURE_COUNT] = {17, 20, 19,  34, -27, / 26, 14, -40, -25}; / const int king_safety_eg[KS_FEATURE_COUNT] = {-6,  -13, -5,  -61, 10, / -10, -10, -14, 22};	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	96	:704	BLOCK	9a063d3	src/bitboard.cpp:704	eval_remove_piece(board, piece, square);	eval_remove_piece(board, piece, square);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	96	:727-728	BLOCK	9a063d3	src/bitboard.cpp:727-728	eval_remove_piece(board, piece, from); / eval_add_piece(board, piece, to);	eval_remove_piece(board, piece, from); / eval_add_piece(board, piece, to);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	97	:937-938	BLOCK	9a063d3	src/bitboard.cpp:937-938	eval_remove_piece(board, rook.piece, rook.to); / eval_add_piece(board, rook.piece, rook.from);	eval_remove_piece(board, rook.piece, rook.to); / eval_add_piece(board, rook.piece, rook.from);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	97	:953-954	BLOCK	9a063d3	src/bitboard.cpp:953-954	eval_remove_piece(board, promoted_to, move.to); / eval_add_piece(board, pawn, move.to);	eval_remove_piece(board, promoted_to, move.to); / eval_add_piece(board, pawn, move.to);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	98	:967	BLOCK	9a063d3	src/bitboard.cpp:967	eval_add_piece(board, captured_pawn, captured_square);	eval_add_piece(board, captured_pawn, captured_square);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	98	:975-976	BLOCK	9a063d3	src/bitboard.cpp:975-976	eval_remove_piece(board, move.piece, move.to); / eval_add_piece(board, move.piece, move.from);	eval_remove_piece(board, move.piece, move.to); / eval_add_piece(board, move.piece, move.from);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	98	:982	BLOCK	9a063d3	src/bitboard.cpp:982	eval_add_piece(board, entry->captured, move.to);	eval_add_piece(board, entry->captured, move.to);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	103	:423-424	BLOCK	9a063d3	src/evaluation.cpp:463-464	int mg_sum = 0; / int eg_sum = 0;	int mg_sum = 0; / int eg_sum = 0;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	103	:435-436	BLOCK	9a063d3	src/evaluation.cpp:475-476	mg_sum += difference * pawn_structure_mg[f]; / eg_sum += difference * pawn_structure_eg[f];	mg_sum += difference * pawn_structure_mg[f]; / eg_sum += difference * pawn_structure_eg[f];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	104	:446-447	BLOCK	9a063d3	src/evaluation.cpp:486-487	mg_sum += difference * piece_placement_mg[f]; / eg_sum += difference * piece_placement_eg[f];	mg_sum += difference * piece_placement_mg[f]; / eg_sum += difference * piece_placement_eg[f];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	104	:476-477	BLOCK	9a063d3	src/evaluation.cpp:516-517	mg_sum += passed_pawn_mg[bucket]; / eg_sum += passed_pawn_eg[bucket];	mg_sum += passed_pawn_mg[bucket]; / eg_sum += passed_pawn_eg[bucket];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	105	:489-490	BLOCK	9a063d3	src/evaluation.cpp:529-530	mg_sum -= passed_pawn_mg[bucket]; / eg_sum -= passed_pawn_eg[bucket];	mg_sum -= passed_pawn_mg[bucket]; / eg_sum -= passed_pawn_eg[bucket];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	106	:631-633	BLOCK	9a063d3	src/evaluation.cpp:688-690	int pawn_mg = 0; / int pawn_eg = 0; / evaluate_pawns<false>(board, &pawn_mg, &pawn_eg, nullptr, nullptr, nullptr);	int pawn_mg = 0; / int pawn_eg = 0; / evaluate_pawns<false>(board, &pawn_mg, &pawn_eg, nullptr, nullptr, nullptr);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	107	:864-867	BLOCK	9a063d3	src/evaluation.cpp:921-924	int mobility_mg_sum = 0; / int mobility_eg_sum = 0; / int safety_mg_sum = 0; / int safety_eg_sum = 0;	int mobility_mg_sum = 0; / int mobility_eg_sum = 0; / int safety_mg_sum = 0; / int safety_eg_sum = 0;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	107	:901-902	BLOCK	9a063d3	src/evaluation.cpp:958-959	mobility_mg_sum += mover * count * mobility_mg[type]; / mobility_eg_sum += mover * count * mobility_eg[type];	mobility_mg_sum += mover * count * mobility_mg[type]; / mobility_eg_sum += mover * count * mobility_eg[type];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	108	:910-911	BLOCK	9a063d3	src/evaluation.cpp:967-968	safety_mg_sum += defender * king_safety_mg[attacker]; / safety_eg_sum += defender * king_safety_eg[attacker];	safety_mg_sum += defender * king_safety_mg[attacker]; / safety_eg_sum += defender * king_safety_eg[attacker];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	108	:919-922	BLOCK	9a063d3	src/evaluation.cpp:976-979	safety_mg_sum += / defender * incidences * king_safety_mg[KS_ZONE_ATTACKS]; / safety_eg_sum += / defender * incidences * king_safety_eg[KS_ZONE_ATTACKS];	safety_mg_sum += / defender * incidences * king_safety_mg[KS_ZONE_ATTACKS]; / safety_eg_sum += / defender * incidences * king_safety_eg[KS_ZONE_ATTACKS];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	109	:941-942	BLOCK	9a063d3	src/evaluation.cpp:998-999	safety_mg_sum += sign * features[f] * king_safety_mg[f]; / safety_eg_sum += sign * features[f] * king_safety_eg[f];	safety_mg_sum += sign * features[f] * king_safety_mg[f]; / safety_eg_sum += sign * features[f] * king_safety_eg[f];	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	110	:640-643	BLOCK	9a063d3	src/evaluation.cpp:697-700	const int positional = / (((board->psqt_mg + pawn_mg) * phase) + / ((board->psqt_eg + pawn_eg) * (GAME_PHASE_MAX - phase))) / / GAME_PHASE_MAX;	const int positional = / (((board->psqt_mg + pawn_mg) * phase) + / ((board->psqt_eg + pawn_eg) * (GAME_PHASE_MAX - phase))) / / GAME_PHASE_MAX;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	110	:668-670	BLOCK	9a063d3	src/evaluation.cpp:725-727	const int tempo = / ((tempo_mg * phase) + (tempo_eg * (GAME_PHASE_MAX - phase))) / / GAME_PHASE_MAX;	const int tempo = / ((tempo_mg * phase) + (tempo_eg * (GAME_PHASE_MAX - phase))) / / GAME_PHASE_MAX;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	111	:951-954	BLOCK	9a063d3	src/evaluation.cpp:1008-1011	const int mobility = / (mobility_mg_sum * phase + mobility_eg_sum * endgame) / GAME_PHASE_MAX; / const int safety = / (safety_mg_sum * phase + safety_eg_sum * endgame) / GAME_PHASE_MAX;	const int mobility = / (mobility_mg_sum * phase + mobility_eg_sum * endgame) / GAME_PHASE_MAX; / const int safety = / (safety_mg_sum * phase + safety_eg_sum * endgame) / GAME_PHASE_MAX;	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	113	:956-958	BLOCK	9a063d3	src/evaluation.cpp:1013-1015	if constexpr (collect) { / if (mobility_out != nullptr) { *mobility_out = mobility; } / if (safety_out != nullptr) { *safety_out = safety; }	if constexpr (collect) { / if (mobility_out != nullptr) { *mobility_out = mobility; } / if (safety_out != nullptr) { *safety_out = safety; }	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	114	:1005-1022	BLOCK	9a063d3	src/evaluation.cpp:1066-1083	void evaluate_expensive_terms(const board_t* board, int* mobility, int* safety) / { / int counts[2][KS_FEATURE_COUNT]; / int mobility_white = 0; / int safety_white = 0; /  / evaluate_mobility_and_king_safety<true>(board, counts, &mobility_white, / &safety_white); /  / // The same sign evaluate_expen	void evaluate_expensive_terms(const board_t* board, int* mobility, int* safety) / { / int counts[2][KS_FEATURE_COUNT]; / int mobility_white = 0; / int safety_white = 0; /  / evaluate_mobility_and_king_safety<true>(board, counts, &mobility_white, / &safety_white); /  / // The same sign evaluate_expen	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	117	:481-484	BLOCK	9a063d3	tests/test_evaluation.cpp:484-487	REQUIRE_MESSAGE( / std::clamp(raw, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN) == applied, / ("FEN: " + fen + " raw " + std::to_string(raw) + " applied " + / std::to_string(applied)));	REQUIRE_MESSAGE( / std::clamp(raw, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN) == applied, / ("FEN: " + fen + " raw " + std::to_string(raw) + " applied " + / std::to_string(applied)));	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	139	:481-484	BLOCK	9a063d3	tests/test_evaluation.cpp:484-487	REQUIRE_MESSAGE( / std::clamp(raw, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN) == applied, / ("FEN: " + fen + " raw " + std::to_string(raw) + " applied " + / std::to_string(applied)));	REQUIRE_MESSAGE( / std::clamp(raw, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN) == applied, / ("FEN: " + fen + " raw " + std::to_string(raw) + " applied " + / std::to_string(applied)));	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	148	:984	BLOCK	9a063d3	src/evaluation.cpp:1045	const int bounded = std::clamp(score, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN);	const int bounded = std::clamp(score, -LAZY_EVAL_MARGIN, LAZY_EVAL_MARGIN);	yes	
adocs/plan_todo/S117_swar_packed_eval_score.md	171	:735-811	BLOCK	9a063d3	tools/tuner.cpp:332-408	fprintf(out, "const int mobility_%s[4] = {", (table == 0) ? "mg" : "eg"); /  / for (size_t i = 0; i < MOBILITY_COUNT; ++i) { / fprintf(out, "%s%d", (i == 0) ? "" : ", ", / static_cast<int>(std::lround(params[base + i]))); / } /  / fprintf(out, "};  // knight bishop rook queen\n"); / } /  / for (int 	fprintf(out, "const int mobility_%s[4] = {", (table == 0) ? "mg" : "eg"); /  / for (size_t i = 0; i < MOBILITY_COUNT; ++i) { / fprintf(out, "%s%d", (i == 0) ? "" : ", ", / static_cast<int>(std::lround(params[base + i]))); / } /  / fprintf(out, "};  // knight bishop rook queen\n"); / } /  / for (int 	yes	
adocs/plan_todo/S120_eval_cache.md	112	:1099-1100	HAND	0000000	src/evaluation.cpp:1099-1100		if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; } / if (cheap + LAZY_EVAL_MARGIN <= alpha) { return cheap + LAZY_EVAL_MARGIN; }	no	the two lazy-shortcut bound returns. The citation was written as a range whose second half never carried a path and never moved when the first did, so it read `:1099-:1039` -- one live line and one stale one. The two lines are adjacent, so the range is the form.
adocs/plan_todo/S120_eval_cache.md	131	:1038-1039	BLOCK	9a063d3	src/evaluation.cpp:1099-1100	if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; } / if (cheap + LAZY_EVAL_MARGIN <= alpha) { return cheap + LAZY_EVAL_MARGIN; }	if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; } / if (cheap + LAZY_EVAL_MARGIN <= alpha) { return cheap + LAZY_EVAL_MARGIN; }	yes	
adocs/plan_todo/S120_eval_cache.md	112	:1046	BLOCK	9a063d3	src/evaluation.cpp:1107	return cheap + evaluate_expensive(board);	return cheap + evaluate_expensive(board);	yes	
adocs/plan_todo/S120_eval_cache.md	134	:529-530	HAND	9a063d3	src/search.cpp:720-723	const int static_score = / (tt_eval != TT_EVAL_NONE) ? tt_eval : evaluate(&game->board);	const int static_eval = / is_in_check / ? TT_EVAL_NONE / : ((tt_eval != TT_EVAL_NONE) ? tt_eval : evaluate(&game->board));	no	negamax's `evaluate()` call. S108 moved it out of the RFP guard and gave it the in-check arm; it is still the direct caller the sentence means.
adocs/plan_todo/S120_eval_cache.md	112	:1038	BLOCK	9a063d3	src/evaluation.cpp:1099	if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; }	if (cheap - LAZY_EVAL_MARGIN >= beta) { return cheap - LAZY_EVAL_MARGIN; }	yes	
adocs/plan_todo/S120_eval_cache.md	153	:253	HAND	9a063d3	src/search.cpp:361	const int stored_eval = stand_pat_is_exact ? stand_pat : TT_EVAL_NONE;	const int stored_eval = static_eval_is_exact ? static_eval : TT_EVAL_NONE;	no	quiescence's `stored_eval`, what the exact flag writes on to the table.
adocs/plan_todo/S131_quiescence_promotions.md	67	:310	BLOCK	c0954ec	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	73	:207-223	BLOCK	c0954ec	src/bitboard.cpp:207-223	const auto emit_promotions = [&](bb_t targets, int shift, move_t capture) { / while (targets) { / const index_t to = get_lsb_index(targets); / targets &= targets - 1; /  / const index_t from = static_cast<index_t>(static_cast<int>(to) + shift); /  / moves[move_count++] = / NEW_MOVE(from, to, piece, 	const auto emit_promotions = [&](bb_t targets, int shift, move_t capture) { / while (targets) { / const index_t to = get_lsb_index(targets); / targets &= targets - 1; /  / const index_t from = static_cast<index_t>(static_cast<int>(to) + shift); /  / moves[move_count++] = / NEW_MOVE(from, to, piece, 	yes	
adocs/plan_todo/S131_quiescence_promotions.md	73	:229-244	BLOCK	c0954ec	src/bitboard.cpp:229-244	if constexpr (Type != GEN_CAPTURES) { / emit_plain(quiet_pushes, push_shift, 0); / emit_plain(double_pushed, 2 * push_shift, / NEW_MOVE(0, 0, 0, 0, 0, 1, 0, 0)); / } /  / if constexpr (Type != GEN_QUIETS) { / emit_promotions(push_promotions, push_shift, 0); /  / emit_plain(left_captures & ~last_rank	if constexpr (Type != GEN_CAPTURES) { / emit_plain(quiet_pushes, push_shift, 0); / emit_plain(double_pushed, 2 * push_shift, / NEW_MOVE(0, 0, 0, 0, 0, 1, 0, 0)); / } /  / if constexpr (Type != GEN_QUIETS) { / emit_promotions(push_promotions, push_shift, 0); /  / emit_plain(left_captures & ~last_rank	yes	
adocs/plan_todo/S131_quiescence_promotions.md	74	:236	BLOCK	c0954ec	src/bitboard.cpp:236	emit_promotions(push_promotions, push_shift, 0);	emit_promotions(push_promotions, push_shift, 0);	yes	
adocs/plan_todo/S131_quiescence_promotions.md	75	:261-263	BLOCK	c0954ec	src/bitboard.cpp:261-263	if (is_promoting) { / if constexpr (Type != GEN_QUIETS) { / emit_promotions(BB_1 << to, push_shift, 0);	if (is_promoting) { / if constexpr (Type != GEN_QUIETS) { / emit_promotions(BB_1 << to, push_shift, 0);	yes	
adocs/plan_todo/S131_quiescence_promotions.md	79	:635-666	BLOCK	7b54f18	src/search.cpp:886-917	for (size_t i = 0; i < moves_count; ++i) { / scores[i] = score_move(game, state, moves[i], tt_move, ply, prev_move); / } /  / int score = 0; /  / // Left at zero until a move is actually searched, so an aborted node never / // publishes an unsearched move as the search result or as the TT move. / mo	for (size_t i = 0; i < moves_count; ++i) { / scores[i] = score_move(game, state, moves[i], tt_move, ply, prev_move); / } /  / int score = 0; /  / // Left at zero until a move is actually searched, so an aborted node never / // publishes an unsearched move as the search result or as the TT move. / mo	yes	
adocs/plan_todo/S131_quiescence_promotions.md	80	:693-694	BLOCK	c0954ec	src/search.cpp:960-961	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	yes	
adocs/plan_todo/S131_quiescence_promotions.md	81	:310	BLOCK	c0954ec	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	85	:327	BLOCK	c0954ec	src/search.cpp:486	scores[count] = capture_score(&game->board, moves[i]);	scores[count] = capture_score(&game->board, moves[i]);	yes	
adocs/plan_todo/S131_quiescence_promotions.md	94	:1094	BLOCK	c0954ec	src/evaluation.cpp:1155	return ORDER_CAPTURE + promotion_bonus + capture_score(&game->board, move);	return ORDER_CAPTURE + promotion_bonus + capture_score(&game->board, move);	yes	
adocs/plan_todo/S131_quiescence_promotions.md	102	:322-325	BLOCK	c0954ec	src/search.cpp:481-484	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) { / continue; / }	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) { / continue; / }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	102	:1203-1204	BLOCK	c0954ec	src/bitboard.cpp:1203-1204	const piece_t captured = board->squares[to]; / gain = (captured == EMPTY) ? 0 : see_value[piece_type_of(captured)];	const piece_t captured = board->squares[to]; / gain = (captured == EMPTY) ? 0 : see_value[piece_type_of(captured)];	yes	
adocs/plan_todo/S131_quiescence_promotions.md	104	:1209-1212	BLOCK	c0954ec	src/bitboard.cpp:1209-1212	if (MOVE_PROMOTED(move)) { / gain += see_value[MOVE_PROMOTED(move)] - see_value[0]; / on_square = MOVE_PROMOTED(move); / }	if (MOVE_PROMOTED(move)) { / gain += see_value[MOVE_PROMOTED(move)] - see_value[0]; / on_square = MOVE_PROMOTED(move); / }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	105	:1293	BLOCK	c0954ec	src/bitboard.cpp:1293	gain[0] = (captured == EMPTY) ? 0 : see_value[piece_type_of(captured)];	gain[0] = (captured == EMPTY) ? 0 : see_value[piece_type_of(captured)];	yes	
adocs/plan_todo/S131_quiescence_promotions.md	105	:1300-1307	BLOCK	c0954ec	src/bitboard.cpp:1300-1307	if (MOVE_PROMOTED(move)) { / // The pawn is not what gets recaptured, the new piece is, and the promotion / // itself is a gain. / const int promoted = MOVE_PROMOTED(move); /  / gain[0] += see_value[promoted] - see_value[0]; / on_square = promoted; / }	if (MOVE_PROMOTED(move)) { / // The pawn is not what gets recaptured, the new piece is, and the promotion / // itself is a gain. / const int promoted = MOVE_PROMOTED(move); /  / gain[0] += see_value[promoted] - see_value[0]; / on_square = promoted; / }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	110	:611-612	BLOCK	c0954ec	src/search.cpp:872-873	const bool tt_move_is_quiet = / (tt_move != 0) && !MOVE_CAPTURE(tt_move) && !MOVE_PROMOTED(tt_move);	const bool tt_move_is_quiet = / (tt_move != 0) && !MOVE_CAPTURE(tt_move) && !MOVE_PROMOTED(tt_move);	yes	
adocs/plan_todo/S131_quiescence_promotions.md	112	:433-437	HAND	c0954ec	src/search.cpp:621-655	if (is_position_repeated(&game->history, &game->board)) { / return DRAW_SCORE; / } /  / if (game->board.halfmove_clock >= 100) { return DRAW_SCORE; }	if (is_position_repeated(&game->history, &game->board)) { / return DRAW_SCORE; / } /  / // The clock alone is not a draw. FIDE 5.1.1 ends the game the moment / // checkmate is delivered, and 9.6.2 states the same exception for the / // 75-move rule in so many words, so the mate has to be ruled out b	no	negamax's repetition test and its halfmove-clock test, the pair the sentence says quiescence lacks. S162 grew the clock arm from one line to nine plus its comment.
adocs/plan_todo/S131_quiescence_promotions.md	130	:310	BLOCK	c0954ec	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
adocs/plan_todo/S131_quiescence_promotions.md	137	:310	BLOCK	c0954ec	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
